neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,availability_365
0,0,69,1,9,318
2,1,499,1,0,341
4,0,35,2,4,27
0,0,60,1,9,147
0,0,58,2,4,168
2,1,120,7,0,58
0,0,58,2,3,167
2,1,299,1,2,341
2,1,299,1,3,357
0,0,58,2,4,164
0,0,58,2,8,171
2,0,99,1,9,360
0,0,100,2,7,31
2,0,79,1,15,348
1,1,299,6,8,158
1,1,200,2,2,5
1,0,128,1,0,365
2,1,149,4,2,298
0,0,58,2,6,122
2,0,89,1,9,357
2,0,99,1,7,352
2,0,79,1,8,360
2,0,89,1,9,358
2,1,155,2,2,59
0,0,99,3,4,180
2,0,65,2,7,104
2,0,79,1,15,350
1,1,399,6,5,105
0,0,70,1,0,0
0,0,80,6,0,44
1,1,600,2,1,0
0,0,90,1,11,58
4,1,100,1,8,51
0,1,125,4,3,145
0,0,60,1,2,9
1,1,91,4,0,67
1,0,130,2,10,24
1,1,250,1,0,179
1,1,140,25,0,73
4,0,29,1,2,18
1,1,134,30,0,90
1,0,125,2,1,335
2,1,119,2,4,311
2,2,200,1,0,72
1,1,360,3,3,243
1,2,43,2,2,358
1,1,280,2,6,192
0,0,60,3,3,322
4,1,309,2,10,173
1,1,215,3,2,45
1,0,150,9,0,141
0,0,49,1,2,325
1,1,115,6,3,279
0,1,85,60,0,87
1,1,500,4,1,0
0,1,85,60,0,87
1,0,69,7,2,30
0,0,70,3,1,105
0,0,40,4,0,0
0,0,40,1,1,340
3,1,135,2,1,0
2,1,90,2,14,354
4,2,28,1,4,64
4,0,37,1,12,315
0,1,150,2,7,4
1,1,170,2,1,0
1,1,750,2,4,263
1,0,85,3,1,67
2,1,254,3,2,24
0,0,50,14,6,0
4,2,28,1,4,71
1,0,140,1,7,87
1,1,367,2,1,229
1,1,130,5,0,0
1,1,165,1,2,346
1,0,55,2,8,330
0,0,45,5,3,0
2,1,96,1,8,157
0,0,70,3,6,20
2,0,35,85,0,228
0,0,60,1,6,167
1,1,150,2,8,67
1,1,345,3,2,212
1,0,100,1,7,296
1,0,100,1,0,293
1,0,100,1,0,294
1,0,100,1,0,300
1,0,100,1,2,300
1,0,100,1,2,298
1,0,100,1,0,256
0,0,65,1,8,3
0,2,65,1,0,27
0,1,259,1,9,202
1,0,100,1,6,116
0,1,78,4,2,14
1,1,178,2,2,52
0,1,135,2,3,43
0,0,45,1,3,0
0,0,70,1,2,361
1,1,265,6,4,45
0,1,140,1,5,365
0,1,130,10,1,90
0,1,175,4,2,71
1,0,109,1,0,326
1,0,199,1,0,355
1,0,299,1,0,269
1,0,159,1,0,362
1,1,341,2,2,245
2,1,153,4,0,135
1,1,320,3,5,212
1,1,549,5,8,155
0,1,60,14,0,329
1,1,290,3,2,8
1,1,149,31,1,182
0,1,150,3,3,345
0,1,150,4,0,5
0,0,59,1,0,55
0,0,90,3,0,156
0,1,165,2,0,314
0,0,130,1,3,136
0,0,38,7,2,258
1,1,255,7,0,73
1,1,175,2,0,157
0,0,95,3,3,66
2,1,110,3,0,153
1,1,599,5,4,135
1,1,160,6,8,43
0,0,38,7,3,296
0,1,200,1,4,50
1,1,175,20,0,79
0,0,38,7,4,282
0,0,38,7,3,239
0,1,250,2,0,0
1,1,243,2,1,97
2,1,100,1,7,2
1,0,100,1,0,365
1,0,400,1,0,245
1,0,350,1,2,365
1,0,475,1,0,343
1,0,475,1,0,361
1,0,425,1,0,351
1,0,450,1,3,365
1,0,375,1,1,349
1,0,450,1,0,350
1,0,500,1,0,362
1,0,425,1,1,357
1,0,450,1,0,355
1,0,450,1,0,336
1,0,425,1,1,340
1,0,100,1,0,276
1,0,100,1,1,328
1,0,100,1,1,270
1,0,100,1,0,266
1,0,100,1,1,292
1,0,100,1,0,325
1,0,100,1,0,331
1,0,100,1,0,297
1,0,100,1,0,299
1,0,100,1,0,290
1,0,100,1,0,294
1,0,100,1,0,299
1,0,100,1,0,271
1,0,100,1,0,307
1,0,100,1,0,283
1,0,100,1,0,317
1,0,100,1,0,301
1,0,100,1,1,317
1,0,100,1,4,309
1,0,100,1,3,318
1,0,100,1,1,317
1,0,100,1,0,311
1,0,100,1,0,309
1,0,100,1,0,321
1,0,100,1,0,318
1,0,100,1,0,319
1,0,100,1,0,311
1,0,100,1,2,349
1,1,211,3,4,63
1,0,300,1,5,304
1,0,100,1,0,358
1,0,100,1,0,359
1,0,100,1,0,336
1,0,100,1,0,296
1,0,100,1,1,351
1,0,100,1,0,349
1,0,100,1,0,232
1,0,100,1,0,356
1,0,100,1,0,335
1,0,100,1,0,351
1,0,100,1,0,341
1,0,100,1,0,353
1,0,100,1,0,343
1,0,100,1,0,312
1,0,100,1,0,351
1,0,100,1,0,352
1,0,100,1,0,344
1,0,100,1,0,358
1,0,100,1,0,364
1,0,100,1,0,362
1,0,100,1,0,201
1,0,300,1,0,359
1,0,100,1,0,328
1,0,100,1,2,359
1,0,100,1,4,359
1,0,100,1,0,292
1,0,100,1,2,0
1,0,100,1,1,320
1,0,100,1,0,320
1,0,100,1,0,319
1,0,100,1,0,230
1,0,100,1,0,315
1,0,100,1,0,262
1,1,290,2,11,268
2,1,400,1,1,281
1,1,250,30,1,342
0,0,60,2,9,87
1,1,150,1,8,15
1,1,100,30,0,8
0,1,425,3,0,112
1,1,175,36,0,0
1,1,275,2,2,15
1,1,945,2,11,264
4,0,47,1,2,236
2,1,79,2,8,336
1,1,179,4,4,260
1,1,150,4,2,3
0,1,154,2,2,0
1,0,65,3,5,33
0,1,109,3,2,5
1,1,280,21,0,219
0,0,60,1,12,27
0,1,100,2,3,35
0,1,500,1,2,363
0,1,149,2,3,268
1,1,620,2,4,169
1,0,210,2,5,0
1,1,155,2,0,113
0,1,98,2,7,4
2,0,65,1,2,0
1,1,200,1,10,280
0,1,115,30,4,133
1,1,285,30,1,179
2,1,140,3,5,254
0,0,72,1,0,0
0,0,54,1,8,339
2,0,90,1,2,90
0,1,500,8,0,72
1,1,215,3,2,14
2,1,86,1,1,125
0,1,305,2,1,179
2,1,99,2,2,139
1,1,340,30,0,297
1,1,340,30,0,365
1,1,560,30,0,337
0,1,125,2,1,74
0,1,90,30,0,80
0,0,50,1,3,62
4,0,70,1,6,89
2,0,100,1,1,342
1,1,350,2,4,86
1,0,115,3,3,179
1,0,100,1,0,348
1,0,105,3,4,180
1,0,100,1,0,348
1,0,100,1,0,359
1,0,100,1,0,360
1,0,100,1,0,361
1,0,100,1,1,339
1,0,100,1,0,360
1,0,105,3,3,180
0,0,100,2,4,63
1,0,350,1,0,363
0,0,73,21,2,36
1,0,300,1,0,360
1,0,250,1,0,361
1,0,500,1,0,363
1,0,250,1,0,10
1,0,350,1,0,327
1,0,300,1,0,362
1,0,350,1,0,361
1,0,400,1,0,330
1,0,350,1,0,345
2,1,150,3,1,23
1,0,150,1,0,88
1,1,325,30,0,79
0,1,100,3,0,0
2,1,185,2,2,41
4,1,69,5,0,55
1,0,140,3,2,85
0,0,85,2,9,319
2,1,140,30,0,365
0,0,60,1,9,174
0,0,120,1,3,365
2,1,150,2,3,146
0,1,150,3,5,159
1,1,110,30,0,331
1,1,120,5,0,0
1,1,400,5,11,125
0,0,50,3,2,39
0,0,100,1,1,365
1,1,250,2,0,1
0,0,125,1,2,89
0,0,130,1,0,365
1,1,299,30,0,365
1,1,950,30,0,339
1,1,580,30,0,337
1,1,583,30,1,334
1,1,275,30,0,301
1,1,299,1,8,312
1,1,650,1,0,323
1,1,309,1,0,325
4,1,223,3,0,315
3,0,55,3,1,10
0,1,200,1,4,72
0,1,140,2,1,81
1,0,65,3,0,362
1,1,250,7,3,254
1,0,85,3,3,90
0,1,275,2,4,27
1,0,55,2,1,10
1,0,49,1,0,2
0,1,94,3,5,1
0,0,70,5,1,282
0,0,70,4,0,16
2,0,34,1,0,0
4,0,45,1,7,365
1,1,390,2,9,79
2,1,129,4,1,361
1,1,310,2,5,101
1,0,78,12,3,41
0,0,200,1,8,0
4,1,115,14,0,0
0,1,275,3,0,0
1,1,170,3,2,9
1,1,349,5,4,52
0,0,48,1,4,96
1,0,97,1,5,117
1,1,120,2,0,34
1,1,222,2,1,315
2,0,48,1,12,264
0,0,43,2,1,341
1,1,150,2,2,146
0,1,94,4,3,9
4,0,55,1,10,310
2,0,48,1,20,258
1,1,285,1,9,229
2,1,95,2,6,348
1,1,179,29,0,333
1,1,100,29,0,342
1,1,164,29,0,336
1,1,302,29,0,325
0,0,75,3,0,89
1,1,100,29,0,342
1,1,325,2,0,194
1,1,100,29,0,342
1,1,130,29,0,349
1,1,130,29,1,361
1,1,254,29,0,365
1,1,100,29,0,345
1,1,224,2,2,16
1,0,999,1,5,348
2,2,35,2,1,90
1,1,160,14,3,288
2,1,69,2,0,5
2,1,220,10,3,45
2,1,189,2,6,8
0,0,120,2,2,88
2,1,140,30,0,323
2,1,15,2,0,361
0,0,250,5,0,23
0,1,249,6,2,161
0,0,49,31,0,42
1,0,75,4,1,340
1,1,300,2,1,0
2,1,200,3,2,0
0,1,2500,1,1,168
1,1,314,30,0,341
4,0,43,3,0,341
1,1,381,30,0,334
1,1,377,30,0,334
1,1,299,2,11,194
1,1,306,30,0,333
2,0,120,7,0,0
0,1,150,1,10,354
0,0,85,2,2,19
1,1,180,2,1,0
1,1,420,3,6,144
1,1,299,1,7,347
1,1,245,3,4,152
0,1,110,7,0,267
2,1,135,2,0,226
0,0,65,2,6,145
2,1,146,2,7,89
0,1,125,3,4,155
1,1,400,3,4,3
0,1,175,3,2,329
1,1,159,31,4,244
1,0,49,2,1,23
0,2,20,2,1,342
2,1,125,3,1,13
0,0,64,2,3,0
1,0,99,2,0,146
0,0,88,1,1,0
0,1,119,1,0,136
1,1,199,1,5,85
2,1,115,2,2,80
2,0,36,2,3,4
2,1,99,2,9,164
2,1,100,2,0,149
1,1,99,2,5,0
1,1,150,1,5,21
1,0,34,30,0,216
1,1,199,30,1,176
1,1,150,30,0,332
0,1,240,3,3,85
1,1,175,2,6,1
2,0,45,1,2,176
0,1,350,2,0,358
0,0,70,3,2,189
0,1,180,2,9,330
0,1,149,3,2,6
2,1,69,1,15,46
1,1,70,30,0,83
0,0,35,1,7,364
1,0,92,10,0,0
0,0,75,1,1,360
0,0,75,1,2,151
0,1,125,5,4,18
0,0,60,1,6,77
0,0,35,7,2,1
1,1,107,3,0,6
1,1,250,15,0,23
1,2,75,1,1,365
0,0,62,1,5,66
0,0,100,2,6,365
2,1,150,3,2,34
2,1,130,1,5,350
2,1,299,3,6,155
1,1,130,30,0,310
1,1,250,2,0,107
4,1,70,1,8,96
1,1,92,31,0,342
0,0,60,1,1,97
0,0,100,1,7,45
0,0,44,31,0,365
1,1,175,30,0,0
1,1,350,3,0,0
1,1,290,1,2,161
1,1,200,1,13,69
1,0,94,5,1,61
4,0,50,2,11,88
1,1,690,2,0,66
4,0,60,1,2,180
1,1,250,1,2,171
1,1,210,3,3,52
0,1,400,3,2,308
4,0,60,1,5,179
0,1,300,3,3,355
1,1,300,5,5,59
0,0,36,15,1,343
0,0,119,2,0,58
0,1,300,4,2,355
1,0,91,1,5,63
2,1,200,2,1,11
0,2,20,7,0,281
1,0,150,1,8,52
0,1,350,3,3,22
2,1,87,20,0,75
1,0,98,3,0,7
1,1,150,30,1,103
1,0,60,1,0,278
1,0,86,7,0,0
0,1,240,1,2,154
1,1,255,3,2,188
1,0,40,30,0,322
1,1,180,5,3,19
1,0,55,1,2,325
0,0,75,2,4,76
1,0,60,1,1,268
3,1,75,3,0,318
0,1,100,1,6,80
0,0,70,3,1,4
1,1,250,4,0,4
0,0,99,2,1,8
1,1,210,2,2,138
4,0,55,2,5,351
2,1,169,2,4,155
2,1,89,30,0,333
2,2,40,1,5,89
0,0,40,1,4,250
1,1,130,30,0,280
1,1,150,30,0,36
4,2,36,1,0,71
1,1,333,1,4,365
2,0,45,30,0,326
2,1,199,5,2,338
1,2,75,1,0,365
0,1,200,2,0,1
1,1,200,2,3,13
0,2,30,5,0,365
0,1,100,1,8,329
1,0,60,1,2,326
2,2,30,5,1,365
2,1,275,2,0,69
0,1,275,2,0,16
1,1,255,2,2,12
1,1,250,25,0,261
2,0,50,1,23,356
0,0,43,1,2,249
0,0,85,2,4,67
1,1,250,2,1,173
1,1,100,2,2,32
1,1,449,1,6,346
0,1,150,2,1,22
0,0,200,1,3,87
1,1,350,29,0,269
0,1,500,3,3,347
1,1,150,31,0,365
1,0,85,1,3,55
2,1,110,2,0,76
0,1,120,2,1,14
1,1,300,3,4,258
0,0,50,15,0,0
1,1,585,30,1,139
1,0,73,1,4,24
4,0,40,1,0,89
1,0,150,2,0,0
0,1,349,2,1,365
1,0,80,1,9,42
2,1,84,1,0,90
1,1,200,2,1,0
0,0,85,1,15,81
1,1,100,29,0,332
0,0,55,7,1,28
2,0,100,2,10,67
1,1,350,1,2,85
1,0,125,3,1,81
0,0,35,3,4,18
2,0,75,2,4,8
2,0,35,1,8,234
0,0,60,3,0,178
2,1,83,2,1,16
1,0,130,5,2,74
0,1,275,3,7,339
0,0,54,3,1,365
2,0,99,1,2,90
0,1,225,3,7,359
0,1,120,5,0,325
2,0,86,8,0,6
2,0,59,1,9,362
1,1,75,28,0,41
2,0,45,1,1,83
2,1,90,4,1,50
2,0,110,1,0,310
0,1,100,3,2,0
1,1,250,1,0,111
1,0,80,1,1,194
1,1,250,15,1,34
0,1,300,2,5,57
1,0,65,1,4,104
0,2,38,1,1,179
0,1,150,3,0,0
1,1,350,3,8,231
0,1,250,3,1,2
1,1,269,2,8,252
0,0,85,2,1,54
0,0,250,10,0,78
1,1,315,2,0,55
1,0,100,1,0,274
1,1,130,29,0,332
1,2,70,1,4,55
1,1,139,3,2,10
0,1,149,3,7,299
1,1,110,29,0,343
0,1,120,2,0,311
1,0,100,1,3,269
1,1,110,29,0,357
0,0,90,3,1,56
0,1,200,2,1,179
4,2,28,1,5,60
1,1,125,7,0,24
1,1,499,5,5,189
0,0,92,1,6,16
4,2,28,1,1,73
2,0,59,1,1,24
2,1,99,1,6,15
0,0,39,30,0,221
1,0,100,2,0,89
0,0,43,30,0,221
4,2,28,1,2,365
1,0,180,2,1,342
4,2,28,1,3,363
1,1,460,1,2,287
2,0,50,1,2,35
4,0,75,1,1,363
1,1,109,1,8,233
1,0,65,3,1,188
1,0,89,4,4,182
2,1,199,3,5,145
2,0,42,1,1,331
4,1,90,30,0,55
2,0,42,1,7,207
0,0,65,3,2,0
2,0,69,1,9,365
1,0,1900,7,0,332
0,1,85,3,0,125
1,1,195,2,1,358
2,1,320,2,5,54
1,0,100,1,12,287
1,0,100,1,13,268
1,1,172,2,5,4
1,1,220,2,3,58
2,0,55,1,9,59
0,1,185,4,0,176
1,1,200,2,1,234
0,1,85,3,3,86
0,0,50,2,6,83
0,1,175,4,0,17
0,1,75,15,0,6
0,0,95,2,1,354
1,0,57,2,1,34
0,1,120,2,6,152
0,1,115,2,7,123
0,1,278,2,7,328
0,1,190,3,3,365
1,0,100,30,0,327
0,1,190,7,0,16
0,1,150,5,0,49
0,1,140,1,16,143
4,1,100,3,4,330
1,1,180,30,0,329
0,0,80,1,1,314
1,0,59,1,0,0
1,0,98,3,1,158
1,0,100,1,8,236
0,0,80,2,5,83
0,0,50,3,2,97
2,0,32,1,3,285
1,0,110,2,6,83
0,0,51,1,4,71
4,0,80,1,3,89
0,1,68,1,0,255
1,1,150,5,0,7
1,1,289,2,0,8
2,0,90,7,2,337
1,0,65,7,0,151
1,1,212,1,1,0
4,0,40,5,0,362
1,1,500,3,1,257
1,0,65,2,2,2
0,0,60,3,1,0
2,0,99,1,10,365
1,0,82,4,0,45
0,1,90,2,5,22
0,0,51,1,4,0
0,0,56,1,5,1
0,1,265,2,1,3
0,0,56,1,2,0
1,1,219,2,7,316
0,0,68,1,8,36
1,1,300,3,0,17
0,1,160,1,13,120
1,1,250,1,7,188
0,0,125,5,1,172
2,1,199,31,0,83
0,0,68,2,2,0
0,1,120,4,0,10
4,2,85,1,0,77
4,2,28,1,3,362
1,1,175,2,7,341
1,1,123,1,5,327
1,1,140,4,1,9
1,0,90,1,1,39
0,1,120,21,0,67
0,0,250,1,1,365
1,1,250,2,2,98
0,0,29,5,1,0
1,0,50,14,1,0
1,1,479,2,4,286
0,0,75,2,7,0
2,0,50,2,2,89
1,1,85,7,0,67
1,0,150,5,0,269
1,0,60,1,13,316
1,0,110,3,2,12
0,1,225,4,0,317
1,1,175,4,2,0
1,1,500,3,11,318
1,0,79,1,7,42
1,1,490,2,4,248
1,0,94,5,5,47
0,1,140,9,1,73
4,2,28,1,10,351
0,0,80,1,1,74
2,0,40,2,2,346
1,1,109,30,2,197
1,2,75,1,7,363
2,0,115,1,2,304
0,1,328,2,3,19
0,1,114,4,4,284
1,2,55,7,0,38
1,1,166,2,4,75
1,1,325,3,14,126
1,1,200,2,4,233
2,0,80,1,5,54
1,1,499,3,6,176
1,1,499,3,5,199
1,1,250,30,0,95
0,1,100,1,3,43
0,1,120,3,4,181
0,0,58,1,0,264
2,0,50,1,4,219
2,0,52,2,8,22
2,0,33,28,0,41
1,1,90,3,1,12
1,1,89,1,10,173
1,1,217,3,2,235
1,1,150,2,3,66
1,2,76,1,6,365
1,0,70,4,3,346
1,2,75,1,8,365
0,1,650,3,1,352
1,2,75,1,4,365
0,0,99,3,2,179
1,1,249,2,4,336
1,2,75,1,3,365
1,0,70,5,0,0
1,2,75,1,3,365
1,1,85,1,6,170
2,0,75,3,4,144
1,1,90,3,0,3
1,1,450,3,0,4
1,1,300,3,0,88
1,1,195,1,11,33
1,1,300,3,15,357
1,1,500,1,2,151
1,1,199,7,6,102
2,1,145,1,0,110
0,0,99,1,0,365
2,0,77,1,1,355
2,0,55,1,0,62
0,1,90,1,11,3
4,1,100,3,1,336
1,1,175,30,0,198
0,0,60,1,2,179
0,1,125,3,0,42
0,1,120,14,0,53
0,0,50,1,6,311
0,1,395,4,1,22
0,0,99,1,1,365
1,1,200,30,0,365
0,0,55,5,0,136
1,1,225,30,0,343
1,1,200,30,1,289
1,1,300,30,0,339
1,1,220,30,0,332
1,1,300,30,0,333
1,1,190,30,1,302
1,1,300,30,0,329
1,1,300,30,1,333
1,1,190,30,0,365
1,1,200,3,0,29
3,1,1250,14,0,23
0,0,70,3,3,27
1,1,799,3,0,51
0,1,659,4,4,334
0,1,650,3,4,359
0,1,650,3,2,346
1,1,260,2,5,235
0,1,250,3,0,114
0,1,399,1,1,41
0,0,55,2,11,44
2,0,130,5,0,179
2,0,43,1,0,339
0,1,475,3,2,219
0,1,200,3,1,46
0,0,55,2,8,22
2,1,99,1,3,357
1,1,289,2,3,309
1,1,499,3,6,361
3,1,61,5,0,290
0,0,55,16,0,0
2,1,180,2,0,281
0,2,25,7,0,321
0,2,25,7,1,313
0,2,25,7,0,343
4,0,55,2,0,89
4,2,80,1,0,365
0,0,60,15,0,53
1,1,299,2,1,118
1,0,24,10,0,145
1,1,125,1,4,0
1,1,180,2,0,0
1,1,95,2,2,0
1,1,250,6,1,3
0,1,200,3,1,50
3,1,299,10,0,30
2,1,93,2,1,361
0,1,225,2,6,273
1,1,310,7,0,81
1,1,1000,2,6,231
0,1,90,2,4,73
2,1,120,7,0,122
0,0,90,7,0,5
4,0,75,1,1,365
1,0,75,1,4,90
0,0,64,21,0,5
1,1,249,3,3,118
0,0,44,1,8,74
2,0,50,1,12,233
2,0,55,1,0,329
0,0,400,3,0,136
0,1,150,5,2,10
1,1,110,7,2,0
1,1,93,5,2,0
0,1,370,3,3,220
1,0,129,1,0,5
0,1,830,3,0,213
1,1,196,30,0,222
1,1,250,30,0,312
0,0,90,2,2,1
1,1,440,2,1,2
0,0,52,14,0,31
0,1,105,14,0,40
0,0,40,1,8,89
1,1,159,90,0,330
1,1,489,2,2,320
4,1,125,14,0,365
1,1,310,30,0,214
0,1,203,3,4,254
1,0,165,2,0,89
0,1,154,3,5,269
0,0,27,15,1,0
0,1,220,5,0,75
1,1,300,30,0,348
0,1,150,4,0,0
3,2,13,1,9,8
1,1,200,14,2,233
1,0,300,1,12,50
0,0,89,1,5,97
1,1,289,1,0,301
1,1,650,30,0,277
3,1,70,3,1,128
0,1,399,3,7,358
1,1,590,1,0,365
0,0,110,1,0,0
1,1,289,3,3,125
1,1,117,1,3,233
1,1,250,31,0,347
1,0,150,3,0,0
1,0,125,1,0,0
0,0,50,1,0,329
0,1,160,3,0,125
1,1,229,30,0,115
1,1,265,30,0,351
1,1,200,31,0,316
0,0,7500,1,8,179
1,1,200,31,0,333
2,1,120,2,5,356
1,1,200,31,0,341
0,0,50,4,0,9
1,1,200,31,0,341
1,1,130,5,0,188
0,1,188,5,5,101
1,2,150,1,2,67
1,1,200,31,0,329
0,1,375,1,3,43
2,0,85,1,1,106
1,1,93,30,0,325
1,1,175,2,1,83
0,0,65,5,2,139
1,1,275,2,3,12
4,1,75,1,5,355
2,0,85,1,3,112
0,1,150,3,4,1
2,0,68,1,1,136
1,2,450,1,0,89
0,1,150,2,2,113
0,0,63,2,0,83
0,1,90,3,4,18
0,0,42,2,12,53
2,0,75,1,0,365
1,1,106,3,7,5
1,1,125,2,2,321
2,0,50,7,0,281
1,1,199,1,7,148
0,1,155,4,1,0
0,1,175,14,3,0
2,1,199,10,0,0
0,0,120,2,0,22
0,1,135,2,3,37
2,1,101,3,4,110
1,1,299,3,3,178
1,1,268,3,1,178
1,1,120,30,0,94
1,1,200,31,0,354
0,1,150,3,1,74
1,0,55,2,5,53
0,1,85,3,3,43
0,0,45,1,7,50
1,1,2500,70,0,191
1,1,550,1,0,48
1,1,150,30,0,311
1,1,194,3,2,44
1,0,140,1,3,85
1,0,89,1,5,296
1,1,175,30,0,326
0,1,151,7,1,14
1,0,54,3,0,19
1,1,120,2,0,0
4,0,55,1,0,236
0,0,50,1,3,0
1,1,137,29,0,361
1,1,137,29,0,333
2,0,70,1,2,127
1,1,137,29,0,341
2,0,65,1,2,134
0,1,120,1,8,272
1,1,117,29,0,345
0,1,90,15,1,118
1,0,150,2,0,7
1,1,137,29,0,318
1,1,250,31,0,322
2,0,99,1,0,131
2,0,75,1,1,359
2,0,55,1,0,106
0,0,40,2,4,2
1,1,250,1,5,311
1,1,200,3,1,0
1,1,180,8,1,188
1,1,250,30,0,90
0,1,200,3,1,357
1,1,152,2,0,69
0,1,245,3,2,255
0,0,40,31,0,54
1,1,459,1,5,354
1,1,350,1,6,333
2,0,55,1,3,120
2,0,55,1,0,95
1,1,650,1,0,298
2,0,70,1,0,112
0,1,350,2,2,26
2,1,275,2,1,266
1,0,78,2,7,1
1,0,105,2,0,56
0,0,60,2,2,171
0,0,149,2,1,0
4,0,35,1,5,62
4,0,36,2,2,81
4,0,38,2,1,90
4,0,120,2,0,84
1,0,50,2,6,29
1,0,32,7,0,0
1,0,95,3,0,29
0,1,150,2,4,66
0,0,100,2,0,87
1,1,850,1,3,341
0,1,145,1,0,66
2,1,650,2,0,233
1,0,175,1,4,203
1,1,190,2,0,8
0,1,140,10,0,49
1,1,169,2,3,7
1,0,85,14,3,126
3,1,68,2,8,4
0,0,80,2,3,84
0,0,65,1,7,79
1,1,210,1,0,135
1,1,699,4,4,301
0,0,79,7,1,22
2,0,89,1,0,70
2,1,80,1,8,49
1,1,130,3,1,4
0,0,70,2,0,98
0,0,60,1,0,353
0,0,58,1,1,360
1,1,135,14,1,2
2,1,150,1,3,155
0,0,58,1,0,360
0,0,40,7,1,11
0,1,300,3,1,113
1,1,245,2,7,257
0,0,35,3,2,20
1,0,59,25,0,1
1,1,600,3,6,343
1,1,150,3,0,273
1,0,245,1,2,179
1,1,145,2,1,100
1,1,145,3,2,70
1,1,145,2,1,94
1,1,145,2,2,37
1,1,158,2,1,8
1,1,145,1,1,110
1,2,50,1,1,81
0,1,165,30,0,59
2,1,174,2,1,5
1,1,150,1,2,83
1,1,239,2,7,22
1,1,150,2,3,164
0,0,80,2,1,62
2,1,200,2,1,9
1,0,100,3,2,55
0,0,69,3,0,65
1,1,150,2,3,78
2,0,60,20,0,175
1,1,499,4,6,299
1,1,300,7,1,150
0,0,55,1,1,322
1,1,300,4,0,297
1,1,200,7,0,153
0,1,140,6,0,252
0,1,399,1,0,359
1,1,310,30,0,311
1,1,250,4,0,141
0,1,110,3,0,18
1,1,300,30,0,355
1,1,180,30,0,327
1,1,250,1,13,213
0,0,79,1,6,0
1,1,200,1,3,157
1,1,300,30,0,347
2,1,200,2,4,57
1,1,190,30,0,365
1,1,120,2,2,67
1,1,150,30,0,342
0,1,299,3,3,339
2,1,48,1,8,305
1,1,300,30,0,342
1,0,100,28,0,166
0,0,68,1,5,16
1,1,173,1,4,120
1,1,850,1,0,0
0,0,50,1,9,60
2,1,169,2,0,91
1,0,85,1,9,29
0,1,175,2,8,3
1,1,150,30,0,266
1,1,118,2,3,17
0,1,399,2,5,131
2,1,108,2,2,5
1,1,160,3,0,5
2,1,248,2,2,354
0,1,160,31,0,54
1,1,190,3,1,165
1,1,130,1,0,28
0,1,225,3,3,136
1,1,175,20,2,27
0,0,80,14,0,192
0,0,130,2,2,47
2,1,60,3,4,170
1,0,102,1,1,353
1,1,129,33,0,333
1,1,131,7,1,1
0,0,80,3,3,0
1,0,100,3,0,23
2,1,200,1,2,365
1,0,975,30,0,363
0,1,4200,60,0,90
0,1,80,1,6,12
0,1,895,2,1,28
2,0,150,1,0,89
1,1,290,30,0,338
1,1,170,30,0,353
1,1,170,30,0,342
0,0,70,14,0,139
1,1,499,3,2,177
0,0,37,4,0,36
1,1,447,3,3,157
0,0,35,10,0,329
1,1,447,3,3,179
1,1,600,4,3,315
0,0,37,4,0,29
1,1,255,3,1,233
1,1,320,3,3,0
0,1,795,2,1,298
1,0,65,11,0,48
0,1,995,2,0,272
0,0,56,1,4,282
0,1,695,2,1,282
1,1,300,30,0,249
1,1,150,30,0,267
0,1,1800,30,0,335
0,1,295,2,2,298
0,0,56,2,8,365
0,1,595,2,0,313
1,1,300,30,0,319
1,0,119,3,1,10
1,1,300,30,0,327
1,1,150,30,0,342
1,1,195,5,12,6
1,1,300,30,0,358
1,1,900,1,0,355
1,1,210,30,0,343
0,1,295,2,1,321
1,1,225,30,0,343
1,1,120,30,0,0
1,1,250,30,0,311
1,1,600,4,5,167
1,1,220,30,0,325
1,1,450,4,4,345
1,1,150,30,0,281
1,1,200,30,0,330
1,1,399,6,1,149
1,1,200,30,0,353
1,1,300,2,1,179
2,0,389,1,0,296
0,1,495,2,1,341
1,1,200,30,0,339
2,2,28,1,0,357
1,1,200,30,0,342
1,0,72,14,0,128
1,1,200,30,0,342
0,0,75,1,2,0
0,1,160,3,2,23
0,0,85,5,1,35
4,0,73,1,0,180
1,1,100,70,0,239
0,1,88,2,4,31
1,0,150,1,2,73
1,0,125,2,0,296
0,2,30,2,2,28
2,1,75,7,1,14
1,1,100,29,0,326
1,1,100,29,0,347
1,1,100,29,0,333
1,1,302,29,0,190
1,1,400,4,3,275
1,1,180,29,0,302
1,1,189,29,0,332
1,1,175,29,0,37
2,1,189,1,2,212
1,0,145,1,0,68
1,1,350,30,0,312
0,1,92,1,9,21
0,1,300,3,0,335
1,2,60,1,0,43
1,1,177,29,0,343
1,1,230,29,0,354
1,1,177,29,0,336
1,1,160,29,0,311
1,1,184,29,0,335
1,1,194,29,0,329
0,1,400,4,0,355
1,1,200,29,0,360
1,1,550,3,5,320
1,1,202,29,0,365
1,1,275,29,0,365
1,1,277,29,0,311
1,1,162,29,0,341
1,1,217,29,0,357
1,1,180,2,6,7
1,1,149,1,15,121
2,0,50,2,4,180
0,1,295,2,1,318
0,0,70,1,1,75
0,1,295,2,1,337
0,1,495,2,0,282
1,1,1099,31,3,193
0,1,129,2,6,86
1,1,400,3,1,278
1,0,181,2,0,362
1,1,428,3,1,244
0,1,123,2,2,1
